,artists,song,album_images,playlist_name,genre
32,['Hwa Sa'],María,https://i.scdn.co/image/ab67616d00001e02a84d6d77bb01c3bd737c47d7,K-Pop Daebak,K-Pop
33,['CLC'],HELICOPTER,https://i.scdn.co/image/ab67616d00001e02c5011613476079ff2498bf4a,K-Pop Daebak,K-Pop
34,['REFUND SISTERS'],DON'T TOUCH ME,https://i.scdn.co/image/ab67616d00001e027d2dd67c1f7b69c62b4f3b18,K-Pop Daebak,K-Pop
35,['SuperM'],One (Monster & Infinity),https://i.scdn.co/image/ab67616d00001e02660ddee111317a774217360b,K-Pop Daebak,K-Pop
36,['(G)I-DLE'],DUMDi DUMDi,https://i.scdn.co/image/ab67616d00001e026080e2389dee3e57f00ccc69,K-Pop Daebak,K-Pop
37,['CHUNG HA'],PLAY,https://i.scdn.co/image/ab67616d00001e02dd2e453b805a18442d39597f,K-Pop Daebak,K-Pop
38,['KARD'],KARD 1st Single ‘Way With Words’,https://i.scdn.co/image/ab67616d00001e021fa689610fdceeb2060840ef,K-Pop Daebak,K-Pop
39,['SuperM'],Tiger Inside,https://i.scdn.co/image/ab67616d00001e02c5f1a65a20058ab013111a91,K-Pop Daebak,K-Pop
40,['Red Velvet - IRENE & SEULGI'],Monster - The 1st Mini Album,https://i.scdn.co/image/ab67616d00001e02f919108974e4213d86b83805,K-Pop Daebak,K-Pop
41,['HYO'],DESSERT,https://i.scdn.co/image/ab67616d00001e025b3685b06e22d32bed46c962,K-Pop Daebak,K-Pop
42,['TREASURE'],THE FIRST STEP : CHAPTER ONE,https://i.scdn.co/image/ab67616d00001e022f67b85623a62b3a8482eea6,K-Pop Daebak,K-Pop
43,['Red Velvet - IRENE & SEULGI'],Naughty,https://i.scdn.co/image/ab67616d00001e026c1bd86a3d68faf09607ffd3,K-Pop Daebak,K-Pop
44,"['K/DA', '(G)I-DLE', 'Wolftyla']",THE BADDEST,https://i.scdn.co/image/ab67616d00001e027158ec602fe6e8165cae6091,K-Pop Daebak,K-Pop
45,['DREAMCATCHER'],[Dystopia : Lose Myself],https://i.scdn.co/image/ab67616d00001e02f425b2269d04150547d76377,K-Pop Daebak,K-Pop
46,['Hyolyn'],SAY MY NAME,https://i.scdn.co/image/ab67616d00001e025ed4f8d7da02ff01f93d4aad,K-Pop Daebak,K-Pop
47,['TAEMIN'],Never Gonna Dance Again : Act 1 - The 3rd Album,https://i.scdn.co/image/ab67616d00001e029756c6519e249c1c7c060e60,K-Pop Daebak,K-Pop
48,['ITZY'],It'z Me,https://i.scdn.co/image/ab67616d00001e0286e407289831b784b58d4c5f,K-Pop Daebak,K-Pop
49,['MAMAMOO'],WANNA BE MYSELF,https://i.scdn.co/image/ab67616d00001e02520ea0d948ced66d1c1764e2,K-Pop Daebak,K-Pop
